Lunes_20_de_febrero_de_2017 [L:20/2/2017:??.??:??] W 1
Pleno_de_el_Instituto_Federal_de_Telecomunicaciones pleno_de_el_instituto_federal_de_telecomunicaciones NP00000 1
expide expedir VMIP3S0 0.989241
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
para para SP 0.999834
la el DA0FS0 0.98926
acreditación acreditación NCFS000 1
de de SP 0.999961
peritos perito NCMP000 0.638689
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
radiodifusión radiodifusión NCFS000 1
” ” Frc 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
los el DA0MP0 0.992728
“ “ Fra 1
Lineamientos lineamiento NCMP000 0.668984
“ “ Fra 1
) ) Fpt 1
. . Fp 1

VI vi NP00000 0.499106
. . Fp 1

En en SP 1
los el DA0MP0 0.992728
lineamientos lineamiento NCMP000 1
Décimo_Tercero décimo_tercero NP00000 1
y y CC 0.999989
Trigésimo_Primero_de_los_Lineamientos trigésimo_primero_de_los_lineamientos NP00000 1
para para SP 0.999834
la el DA0FS0 0.98926
acreditación acreditación NCFS000 1
de de SP 0.999961
peritos perito NCMP000 0.638689
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
radiodifusión radiodifusión NCFS000 1
, , Fc 1
se se P00CN00 0.494509
estableció establecer VMIS3S0 1
el el DA0MS0 1
pago pago NCMS000 0.995283
de de SP 0.999961
derechos derecho NCMP000 0.996795
o o CC 0.999864
de de SP 1
el el DA0MS0 1
aprovechamiento aprovechamiento NCMS000 1
determinado determinar VMP00SM 1
por por SP 1
el el DA0MS0 1
Pleno_de_el_Instituto pleno_de_el_instituto NP00000 1
para para SP 0.999834
la el DA0FS0 0.98926
acreditación acreditación NCFS000 1
de de SP 0.999961
Peritos peritos NP00000 1
. . Fp 1

En_atención_a en_atención_a SP 1
los el DA0MP0 0.992728
antecedentes antecedente NCMP000 0.983871
anteriores anterior AQ0CP00 1
y y CC 0.999989
los el DA0MP0 0.992728
siguientes siguiente AQ0CP00 1
: : Fd 1
CONSIDERANDO_Primero considerando_primero NP00000 1
. . Fp 1
- - Fg 1
Competencia_de_el_Instituto competencia_de_el_instituto NP00000 1
. . Fp 1

De de SP 0.999961
conformidad conformidad NCFS000 1
con con SP 1
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
28 28 Z 1
, , Fc 1
párrafo párrafo NCMS000 1
décimo 10 AO0MS00 0.607399
quinto quinto NCMS000 0.264249
de de SP 0.999961
la el DA0FS0 0.98926
Constitución_Política_de_los_Estados_Unidos_Mexicanos constitución_política_de_los_estados_unidos_mexicanos NP00000 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
la el DA0FS0 0.98926
“ “ Fra 1
Constitución constitución NCFS000 0.668984
” ” Frc 1
) ) Fpt 1
, , Fc 1
así_como así_como CC 1
en en SP 1
los el DA0MP0 0.992728
diversos diverso DI0MP0 0.938596
1 1 Z 1
, , Fc 1
2 2 Z 1
, , Fc 1
7 7 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
en en SP 1
su su DP3CSN 1
carácter carácter NCMS000 1
de de SP 0.999961
órgano órgano NCMS000 1
autónomo autónomo AQ0MS00 0.980769
, , Fc 1
tiene tener VMIP3S0 1
por por SP 1
objeto objeto NCMS000 0.996183
regular regular AQ0CS00 0.5
y y CC 0.999989
promover promover VMN0000 1
la el DA0FS0 0.98926
competencia competencia NCFS000 1
y y CC 0.999989
el el DA0MS0 1
desarrollo desarrollo NCMS000 0.99884
eficiente eficiente AQ0CS00 1
y y CC 0.999989
la el DA0FS0 0.98926
prestación prestación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
servicios servicio NCMP000 1
públicos público AQ0MP00 0.974537
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
telecomunicaciones telecomunicación NCFP000 1
mediante mediante SP 0.99763
la el DA0FS0 0.98926
regulación regulación NCFS000 1
, , Fc 1
promoción promoción NCFS000 1
y y CC 0.999989
supervisión supervisión NCFS000 1
de de SP 1
el el DA0MS0 1
uso uso NCMS000 0.998047
, , Fc 1
aprovechamiento aprovechamiento NCMS000 1
y y CC 0.999989
explotación explotación NCFS000 1
de de SP 1
el el DA0MS0 1
espectro espectro NCMS000 1
radioeléctrico radioeléctrico AQ0MS00 1
y y CC 0.999989
de de SP 0.999961
las el DA0FP0 0.988184
redes red NCFP000 0.990196
y y CC 0.999989
el el DA0MS0 1
acceso acceso NCMS000 1
a a SP 0.998775
infraestructura infraestructura NCFS000 1
activa activo AQ0FS00 0.992395
, , Fc 1
pasiva pasivo AQ0FS00 0.661244
y y CC 0.999989
otros otro DI0MP0 0.745978
insumos insumo NCMP000 1
esenciales esencial AQ0CP00 1
, , Fc 1
a_fin_de a_fin_de SP 1
garantizar garantizar VMN0000 1
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
6o 6o Z 1
. . Fp 1
y y CC 0.999989
7o 7o Z 1
. . Fp 1
de de SP 0.999961
la el DA0FS0 0.98926
Constitución constitución NP00000 1
, , Fc 1
además_de además_de SP 1
ser ser VSN0000 0.959637
la el DA0FS0 0.98926
autoridad autoridad NCFS000 1
en_materia_de en_materia_de SP 1
competencia competencia NCFS000 1
económica económico AQ0FS00 1
en en SP 1
los el DA0MP0 0.992728
sectores sector NCMP000 1
antes antes RG 1
aludidos aludir VMP00PM 1
. . Fp 1

Aunado aunar VMP00SM 1
a a SP 0.998775
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
el el DA0MS0 1
artículo artículo NCMS000 1
15 15 Z 1
, , Fc 1
fracción fracción NCFS000 1
I_de_la_LFTR i_de_la_lftr NP00000 1
, , Fc 1
señala señalar VMIP3S0 0.997076
que que CS 0.449861
el el DA0MS0 1
Instituto instituto NP00000 1
tiene tener VMIP3S0 1
la el DA0FS0 0.98926
atribución atribución NCFS000 1
de de SP 0.999961
expedir expedir VMN0000 1
disposiciones disposición NCFP000 1
administrativas administrativo AQ0FP00 0.983871
de de SP 0.999961
carácter carácter NCMS000 1
general general AQ0CS00 0.826212
, , Fc 1
planes plan NCMP000 1
técnicos técnico AQ0MP00 0.287234
fundamentales fundamental AQ0CP00 0.992958
, , Fc 1
lineamientos lineamiento NCMP000 1
, , Fc 1
modelos modelo NCCP000 1
de de SP 0.999961
costos costo NCMP000 1
, , Fc 1
procedimientos procedimiento NCMP000 1
de de SP 0.999961
evaluación evaluación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
conformidad conformidad NCFS000 1
, , Fc 1
procedimientos procedimiento NCMP000 1
de de SP 0.999961
homologación homologación NCFS000 1
y y CC 0.999989
certificación certificación NCFS000 1
y y CC 0.999989
ordenamientos ordenamiento NCMP000 1
técnicos técnico AQ0MP00 0.287234
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
radiodifusión radiodifusión NCFS000 1
; ; Fx 1
así_como así_como CC 1
demás demás DI0CP0 0.280093
disposiciones disposición NCFP000 1
para para SP 0.999834
el el DA0MS0 1
cumplimiento cumplimiento NCMS000 1
de de SP 0.999961
lo el DA00S0 0.665165
dispuesto disponer VMP00SM 1
en en SP 1
la el DA0FS0 0.98926
LFTR lftr NP00000 1
. . Fp 1

De de SP 0.999961
igual igual AQ0CS00 0.592493
forma forma NCFS000 0.987798
, , Fc 1
el el DA0MS0 1
artículo artículo NCMS000 1
15 15 Z 1
, , Fc 1
en en SP 1
su su DP3CSN 1
fracción fracción NCFS000 1
XXVI_de_la_LFTR xxvi_de_la_lftr NP00000 1
, , Fc 1
prevé prever VMIP3S0 0.967836
la el DA0FS0 0.98926
atribución atribución NCFS000 1
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
de de SP 0.999961
autorizar autorizar VMN0000 1
a a SP 0.998775
terceros tercero NCMP000 0.5
para para SP 0.999834
que que CS 0.449861
emitan emitir VMSP3P0 0.941964
la el DA0FS0 0.98926
certificación certificación NCFS000 1
de de SP 0.999961
evaluación evaluación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
conformidad conformidad NCFS000 1
y y CC 0.999989
acreditar acreditar VMN0000 1
a a SP 0.998775
peritos perito NCMP000 0.638689
y y CC 0.999989
unidades unidad NCFP000 1
de de SP 0.999961
verificación verificación NCFS000 1
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
radiodifusión radiodifusión NCFS000 1
. . Fp 1

Por por SP 1
su su DP3CSN 1
parte parte NCCS000 0.977711
, , Fc 1
el el DA0MS0 1
artículo artículo NCMS000 1
289 289 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
dispone disponer VMIP3S0 1
que que CS 0.449861
los el DA0MP0 0.992728
productos producto NCMP000 0.998512
, , Fc 1
equipos equipo NCMP000 1
, , Fc 1
dispositivos dispositivo NCMP000 0.368706
o o CC 0.999864
aparatos aparato NCMP000 1
destinados destinar VMP00PM 1
a a SP 0.998775
telecomunicaciones telecomunicación NCFP000 1
o o CC 0.999864
radiodifusión radiodifusión NCFS000 1
que que PR0CN00 0.550139
puedan poder VMSP3P0 0.997382
ser ser VSN0000 0.959637
conectados conectar VMP00PM 1
a a SP 0.998775
una uno DI0FS0 0.951973
red red NCFS000 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
o o CC 0.999864
hacer_uso hacer_uso VMN0000 1
de de SP 1
el el DA0MS0 1
espectro espectro NCMS000 1
radioeléctrico radioeléctrico AQ0MS00 1
deberán deber VMIF3P0 1
homologar homologar VMN0000 1
se se PP3CN00 1
conforme_a conforme_a SP 1
las el DA0FP0 0.988184
normas norma NCFP000 1
o o CC 0.999864
disposiciones disposición NCFP000 1
técnicas técnico AQ0FP00 0.300493
aplicables aplicable AQ0CP00 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
el el DA0MS0 1
último último AO0MS00 1
párrafo párrafo NCMS000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
290 290 Z 1
de de SP 1
el el DA0MS0 1
mismo mismo AQ0MS00 0.802208
ordenamiento ordenamiento NCMS000 1
establece establecer VMIP3S0 0.992424
que que CS 0.449861
el el DA0MS0 1
Instituto instituto NP00000 1
estará estar VMIF3S0 0.996988
facultado facultar VMP00SM 1
para para SP 0.999834
acreditar acreditar VMN0000 1
Peritos peritos NP00000 1
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
, , Fc 1
como como CS 0.967153
apoyo apoyo NCMS000 0.998982
a a SP 0.998775
los el DA0MP0 0.992728
procedimientos procedimiento NCMP000 1
de de SP 0.999961
homologación homologación NCFS000 1
. . Fp 1

En en SP 1
ese ese DD0MS0 0.966694
tenor tenor NCMS000 1
, , Fc 1
el el DA0MS0 1
25_de_enero_de_2017 [??:25/1/2017:??.??:??] W 1
el el DA0MS0 1
Instituto instituto NP00000 1
aprobó aprobar VMIS3S0 1
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
para para SP 0.999834
la el DA0FS0 0.98926
acreditación acreditación NCFS000 1
de de SP 0.999961
peritos perito NCMP000 0.638689
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
radiodifusión radiodifusión NCFS000 1
, , Fc 1
en en SP 1
los el DA0MP0 0.992728
cuales cual PR0CP00 1
se se P00CN00 0.494509
prevén prever VMIP3P0 1
los el DA0MP0 0.992728
requisitos requisito NCMP000 0.98913
, , Fc 1
procedimientos procedimiento NCMP000 1
y y CC 0.999989
plazos plazo NCMP000 1
para para SP 0.999834
la el DA0FS0 0.98926
acreditación acreditación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
mismos mismo PI0MP00 0.47076
, , Fc 1
a_efectos_de a_efectos_de SP 1
que que CS 0.449861
dichos decir VMP00PM 0.97619
peritos perito NCMP000 0.638689
acreditados acreditar VMP00PM 0.623747
puedan poder VMSP3P0 0.997382
apoyar apoyar VMN0000 1
a a SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
en en SP 1
los el DA0MP0 0.992728
procedimientos procedimiento NCMP000 1
de de SP 0.999961
homologación homologación NCFS000 1
, , Fc 1
así_como así_como CC 1
para para SP 0.999834
dar dar VMN0000 1
cumplimiento cumplimiento NCMS000 1
a a SP 0.998775
diversas diverso DI0FP0 0.805344
obligaciones obligación NCFP000 1
establecidas establecer VMP00PF 1
en en SP 1
las el DA0FP0 0.988184
Disposiciones_Técnicas disposiciones_técnicas NP00000 1
y y CC 0.999989
administrativas administrativo AQ0FP00 0.983871
emitidas emitir VMP00PF 1
por por SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
, , Fc 1
de de SP 0.999961
acuerdo acuerdo NCMS000 0.999311
a a SP 0.998775
las el DA0FP0 0.988184
necesidades necesidad NCFP000 1
actuales actual AQ0CP00 1
de de SP 0.999961
los el DA0MP0 0.992728
sectores sector NCMP000 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
conforme_a conforme_a SP 1
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
en en SP 1
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
y y CC 0.999989
demás demás DI0CP0 0.280093
disposiciones disposición NCFP000 1
legales legal AQ0CP00 0.993827
, , Fc 1
reglamentarias reglamentario AQ0FP00 1
y y CC 0.999989
administrativas administrativo AQ0FP00 0.983871
aplicables aplicable AQ0CP00 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
se se P00CN00 0.494509
estableció establecer VMIS3S0 1
el el DA0MS0 1
pago pago NCMS000 0.995283
de de SP 0.999961
derechos derecho NCMP000 0.996795
o o CC 0.999864
de de SP 1
el el DA0MS0 1
aprovechamiento aprovechamiento NCMS000 1
determinado determinar VMP00SM 1
por por SP 1
el el DA0MS0 1
Pleno_de_el_Instituto pleno_de_el_instituto NP00000 1
para para SP 0.999834
la el DA0FS0 0.98926
acreditación acreditación NCFS000 1
de de SP 0.999961
Peritos peritos NP00000 1
. . Fp 1

Por por SP 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
y y CC 0.999989
con con SP 1
fundamento fundamento NCMS000 0.97619
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
28 28 Z 1
, , Fc 1
párrafos párrafo NCMP000 1
décimo décimo NCMS000 0.392601
quinto 5 AO0MS00 0.73057
y y CC 0.999989
vigésimo 20 AO0MS00 1
, , Fc 1
fracción fracción NCFS000 1
IV_de_la_Constitución iv_de_la_constitución NP00000 1
; ; Fx 1
1 1 Z 1
, , Fc 1
7 7 Z 1
, , Fc 1
15 15 Z 1
fracciones fracción NCFP000 0.998103
I i NP00000 1
, , Fc 1
XXVI xxvi NP00000 1
, , Fc 1
289 289 Z 1
y y CC 0.999989
290 290 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
, , Fc 1
así_como así_como CC 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
1 1 Z 1
, , Fc 1
23 23 Z 1
, , Fc 1
fracción fracción NCFS000 1
IV_de_el_Estatuto_Orgánico iv_de_el_estatuto_orgánico NP00000 1
y y CC 0.999989
los el DA0MP0 0.992728
lineamientos lineamiento NCMP000 1
Décimo_Tercero décimo_tercero NP00000 1
y y CC 0.999989
Trigésimo_Primero_de_los_Lineamientos trigésimo_primero_de_los_lineamientos NP00000 1
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
a_través_de a_través_de SP 1
su su DP3CSN 1
máximo máximo AQ0MS00 0.863176
Órgano_de_Gobierno órgano_de_gobierno NP00000 1
y y CC 0.999989
decisión decisión NCFS000 1
, , Fc 1
cuenta contar VMIP3S0 0.768585
con con SP 1
facultades facultad NCFP000 1
