ACUERDO_MEDIANTE_EL_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_EXPIDE_LOS_LINEAMIENTOS_DE_AUSTERIDAD_Y_AJUSTE_PRESUPUESTARIO_PARA_EL_EJERCICIO_FISCAL acuerdo_mediante_el_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_expide_los_lineamientos_de_austeridad_y_ajuste_presupuestario_para_el_ejercicio_fiscal NP00000 1
a a SP 0.998775
las el DA0FP0 0.988184
actividades actividad NCFP000 1
administrativas administrativo AQ0FP00 0.983871
y y CC 0.999989
de de SP 0.999961
apoyo apoyo NCMS000 0.998982
y y CC 0.999989
de de SP 1
el el DA0MS0 1
presupuesto presupuesto NCMS000 0.988439
regularizable regularizable AQ0CS00 1
de de SP 0.999961
servicios servicio NCMP000 1
personales personal AQ0CP00 0.989637
, , Fc 1
para para SP 0.999834
lo el DA00S0 0.665165
cual cual PR0CS00 0.930743
publicarán publicar VMIF3P0 1
en en SP 1
el el DA0MS0 1
Diario_Oficial_de_la_Federación diario_oficial_de_la_federación NP00000 1
y y CC 0.999989
en en SP 1
su su DP3CSN 1
página página NCFS000 1
de de SP 0.999961
internet internet NCCN000 1
sus su DP3CPN 0.999903
respectivos respectivo AQ0MP00 1
lineamientos lineamiento NCMP000 1
y y CC 0.999989
el el DA0MS0 1
monto monto NCMS000 0.939852
correspondiente correspondiente AQ0CS00 0.993421
a a SP 0.998775
la el DA0FS0 0.98926
meta meta NCFS000 0.888372
de de SP 0.999961
ahorro ahorro NCMS000 0.992424
, , Fc 1
y y CC 0.999989
reportarán reportar VMIF3P0 1
en en SP 1
los el DA0MP0 0.992728
Informes_Trimestrales informes_trimestrales NP00000 1
las el DA0FP0 0.988184
medidas medida NCFP000 0.999067
que que PR0CN00 0.550139
hayan haber VASP3P0 0.994792
adoptado adoptar VMP00SM 0.990196
y y CC 0.999989
los el DA0MP0 0.992728
montos monto NCMP000 1
de de SP 0.999961
ahorros ahorro NCMP000 1
obtenidos obtener VMP00PM 1
; ; Fx 1
Que que NP00000 1
desde desde SP 1
la el DA0FS0 0.98926
creación creación NCFS000 1
de de SP 1
el el DA0MS0 1
“ “ Fra 1
Instituto instituto NCMS000 0.668984
” ” Frc 1
su su DP3CSN 1
presupuesto presupuesto NCMS000 0.988439
autorizado autorizar VMP00SM 1
no no RN 0.999297
ha haber VAIP3S0 0.999889
registrado registrar VMP00SM 1
incremento incremento NCMS000 0.998084
, , Fc 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
implica implicar VMIP3S0 0.993421
que que CS 0.449861
para para SP 0.999834
el el DA0MS0 1
año_2016 [??:??/??/2016:??.??:??] W 1
el el DA0MS0 1
presupuesto presupuesto NCMS000 0.988439
autorizado autorizar VMP00SM 1
de de SP 1
el el DA0MS0 1
“ “ Fra 1
Instituto instituto NCMS000 0.668984
” ” Frc 1
sea ser VSSP1S0 0.49434
en en SP 1
términos término NCMP000 1
reales real AQ0CP00 0.840909
2.1_% 2.1/100 Zp 1
menor menor AQ0CS00 0.977178
que que CS 0.449861
el el DA0MS0 1
aprobado aprobar VMP00SM 0.958015
para para SP 0.999834
el el DA0MS0 1
ejercicio ejercicio NCMS000 1
fiscal fiscal AQ0CS00 0.438525
2015 2015 Z 1
y y CC 0.999989
5.9_% 5.9/100 Zp 1
menor menor AQ0CS00 0.977178
que que CS 0.449861
en en SP 1
ejercicio ejercicio NCMS000 1
fiscal fiscal AQ0CS00 0.438525
2014 2014 Z 1
; ; Fx 1
Que_el_Gobierno_Federal que_el_gobierno_federal NP00000 1
, , Fc 1
por por SP 1
conducto conducto NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
Secretaría_de_Hacienda secretaría_de_hacienda NP00000 1
y y CC 0.999989
Crédito_Público crédito_público NP00000 1
, , Fc 1
anunció anunciar VMIS3S0 1
un uno DI0MS0 0.99698
ajuste ajuste NCMS000 0.814516
preventivo preventivo AQ0MS00 1
a a SP 1
el el DA0MS0 1
gasto gasto NCMS000 0.995283
en en SP 1
la el DA0FS0 0.98926
Administración_Pública_Federal_para_el_Ejercicio_Fiscal administración_pública_federal_para_el_ejercicio_fiscal NP00000 1
2016 2016 Z 1
— — Fz 1
ante ante SP 0.999744
la el DA0FS0 0.98926
disminución disminución NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
ingresos ingreso NCMP000 1
previstos prever VMP00PM 1
en en SP 1
la el DA0FS0 0.98926
Ley_de_Ingresos ley_de_ingresos NP00000 1
— — Fz 1
para para SP 0.999834
hacer_frente hacer_frente VMN0000 1
a a SP 1
el el DA0MS0 1
deterioro deterioro NCMS000 0.992958
de de SP 1
el el DA0MS0 1
entorno entorno NCMS000 0.995283
global global AQ0CS00 1
; ; Fx 1
Que que NP00000 1
ante ante SP 0.999744
la el DA0FS0 0.98926
disminución disminución NCFS000 1
de de SP 0.999961
ingresos ingreso NCMP000 1
prevista prever VMP00SF 1
para para SP 0.999834
el el DA0MS0 1
ejercicio ejercicio NCMS000 1
fiscal fiscal NCCS000 0.561475
2016 2016 Z 1
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
, , Fc 1
en en SP 1
términos término NCMP000 1
de de SP 0.999961
los el DA0MP0 0.992728
artículos artículo NCMP000 1
28 28 Z 1
párrafo párrafo NCMS000 1
vigésimo 20 AO0MS00 1
, , Fc 1
fracción fracción NCFS000 1
II_de_la_Constitución_Política_de_los_Estados_Unidos_Mexicanos ii_de_la_constitución_política_de_los_estados_unidos_mexicanos NP00000 1
y y CC 0.999989
21 21 Z 1
último último AO0MS00 1
párrafo párrafo NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley_Federal_de_Presupuesto ley_federal_de_presupuesto NP00000 1
y y CC 0.999989
Responsabilidad_Hacendaria responsabilidad_hacendaria NP00000 1
, , Fc 1
ha haber VAIP3S0 0.999889
decidido decidir VMP00SM 1
ajustar ajustar VMN0000 1
su su DP3CSN 1
presupuesto presupuesto NCMS000 0.988439
para para SP 0.999834
este este DD0MS0 0.949201
ejercicio ejercicio NCMS000 1
fiscal fiscal AQ0CS00 0.438525
. . Fp 1

Que que CS 0.449861
en_razón_de en_razón_de SP 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
es ser VSIP3S0 1
propósito propósito NCMS000 1
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
ajustar ajustar VMN0000 1
su su DP3CSN 1
presupuesto presupuesto NCMS000 0.988439
aplicando aplicar VMG0000 1
en en SP 1
lo el DA00S0 0.665165
conducente conducente AQ0CS00 1
lo el DA00S0 0.665165
dispuesto disponer VMP00SM 1
en en SP 1
la el DA0FS0 0.98926
fracción fracción NCFS000 1
III iii NP00000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
21 21 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley_Federal_de_Presupuesto ley_federal_de_presupuesto NP00000 1
y y CC 0.999989
Responsabilidad_Hacendaria responsabilidad_hacendaria NP00000 1
, , Fc 1
y y CC 0.999989
optimizar optimizar VMN0000 1
su su DP3CSN 1
ejercicio ejercicio NCMS000 1
sin sin SP 1
detrimento detrimento NCMS000 1
de de SP 0.999961
los el DA0MP0 0.992728
programas programa NCMP000 0.996795
sustantivos sustantivo AQ0MP00 0.361402
, , Fc 1
operativos operativo AQ0MP00 0.561325
, , Fc 1
administrativos administrativo AQ0MP00 0.788462
y y CC 0.999989
metas meta NCFP000 0.97619
autorizados autorizar VMP00PM 1
, , Fc 1
en en SP 1
concordancia concordancia NCFS000 1
con con SP 1
las el DA0FP0 0.988184
disposiciones disposición NCFP000 1
señaladas señalar VMP00PF 1
en en SP 1
el el DA0MS0 1
Presupuesto_de_Egresos_de_la_Federación_para_el_Ejercicio_Fiscal presupuesto_de_egresos_de_la_federación_para_el_ejercicio_fiscal NP00000 1
2016 2016 Z 1
, , Fc 1
por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
el el DA0MS0 1
Pleno_de_el_Instituto_Federal_de_Telecomunicaciones pleno_de_el_instituto_federal_de_telecomunicaciones NP00000 1
expide expedir VMIP3S0 0.989241
el el DA0MS0 1
siguiente siguiente AQ0CS00 1
: : Fd 1
ACUERDO_MEDIANTE_EL_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_EXPIDE_LOS_LINEAMIENTOS_DE_AUSTERIDAD_Y_AJUSTE_PRESUPUESTARIO_PARA_EL_EJERCICIO_FISCAL acuerdo_mediante_el_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_expide_los_lineamientos_de_austeridad_y_ajuste_presupuestario_para_el_ejercicio_fiscal NP00000 1
2016 2016 Z 1
El el NP00000 1
presente presente AQ0CS00 0.524254
Acuerdo acuerdo NP00000 1
tiene tener VMIP3S0 1
por por SP 1
objeto objeto NCMS000 0.996183
ajustar ajustar VMN0000 1
el el DA0MS0 1
Presupuesto_para_el_Ejercicio_Fiscal presupuesto_para_el_ejercicio_fiscal NP00000 1
2016 2016 Z 1
de de SP 1
el el DA0MS0 1
Instituto_Federal_de_Telecomunicaciones instituto_federal_de_telecomunicaciones NP00000 1
en en SP 1
cumplimiento cumplimiento NCMS000 1
a a SP 0.998775
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
5 5 Z 1
, , Fc 1
fracción fracción NCFS000 1
I i NP00000 1
, , Fc 1
inciso inciso AQ0MS00 0.66114
e y CC 0.987994
) ) Fpt 1
y y CC 0.999989
21 21 Z 1
, , Fc 1
último último AO0MS00 1
párrafo párrafo NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley_Federal_de_Presupuesto ley_federal_de_presupuesto NP00000 1
y y CC 0.999989
Responsabilidad_Hacendaria responsabilidad_hacendaria NP00000 1
, , Fc 1
y y CC 0.999989
establecer establecer VMN0000 1
las el DA0FP0 0.988184
medidas medida NCFP000 0.999067
de de SP 0.999961
austeridad austeridad NCFS000 1
y y CC 0.999989
disciplina disciplina NCFS000 0.98374
presupuestaria presupuestario AQ0FS00 1
de de SP 0.999961
la el DA0FS0 0.98926
gestión gestión NCFS000 1
de de SP 1
el el DA0MS0 1
Instituto_Federal_de_Telecomunicaciones instituto_federal_de_telecomunicaciones NP00000 1
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
el el DA0MS0 1
penúltimo penúltimo AO0MS00 0.607399
párrafo párrafo NCMS000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
16 16 Z 1
de de SP 1
el el DA0MS0 1
Presupuesto_de_Egresos_de_la_Federación_para_el_Ejercicio_Fiscal presupuesto_de_egresos_de_la_federación_para_el_ejercicio_fiscal NP00000 1
2016 2016 Z 1
, , Fc 1
sin sin SP 1
afectar afectar VMN0000 1
el el DA0MS0 1
cumplimiento cumplimiento NCMS000 1
de de SP 0.999961
las el DA0FP0 0.988184
metas meta NCFP000 0.97619
de de SP 0.999961
los el DA0MP0 0.992728
programas programa NCMP000 0.996795
aprobados aprobar VMP00PM 0.623747
, , Fc 1
con con SP 1
el el DA0MS0 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
pretende pretender VMIP3S0 0.996894
alcanzar alcanzar VMN0000 1
un uno DI0MS0 0.99698
ahorro ahorro NCMS000 0.992424
$35,000,000.00 $35,000,000.00 Z 1
( ( Fpa 1
treinta_y_cinco_millones_de_pesos $_CUP:35000000 Zm 1
00/100 00/100 Z 1
M.N. m.n. NP00000 1
) ) Fpt 1
. . Fp 1

DISPOSICIONES_GENERALES_ÁMBITO_ADMINISTRATIVO_DE_APLICACIÓN disposiciones_generales_ámbito_administrativo_de_aplicación NP00000 1
1 1 Z 1
. . Fp 1

Las el DA0FP0 0.988184
disposiciones disposición NCFP000 1
contempladas contemplar VMP00PF 1
en en SP 1
los el DA0MP0 0.992728
presentes presente AQ0CP00 0.856209
Lineamientos_de_Austeridad lineamientos_de_austeridad NP00000 1
y y CC 0.999989
Ajuste_Presupuestario ajuste_presupuestario NP00000 1
, , Fc 1
serán ser VSIF3P0 1
de de SP 0.999961
observancia observancia NCFS000 1
general general AQ0CS00 0.826212
y y CC 0.999989
obligatoria obligatorio AQ0FS00 0.661294
para para SP 0.999834
las el DA0FP0 0.988184
Unidades_Administrativas_de_el_Instituto_Federal_de_Telecomunicaciones unidades_administrativas_de_el_instituto_federal_de_telecomunicaciones NP00000 1
. . Fp 1

2 2 Z 1
. . Fp 1

Los el DA0MP0 0.992728
Titulares_de_las_Unidades_Administrativas titulares_de_las_unidades_administrativas NP00000 1
, , Fc 1
como como CS 0.967153
responsables responsable NCCP000 0.881944
de de SP 1
el el DA0MS0 1
cumplimiento cumplimiento NCMS000 1
de de SP 0.999961
los el DA0MP0 0.992728
programas programa NCMP000 0.996795
presupuestarios presupuestario AQ0MP00 1
a a SP 0.998775
su su DP3CSN 1
cargo cargo NCMS000 0.998084
, , Fc 1
así_como así_como CC 1
de de SP 1
el el DA0MS0 1
ejercicio ejercicio NCMS000 1
de de SP 1
el el DA0MS0 1
presupuesto presupuesto NCMS000 0.988439
aprobado aprobar VMP00SM 0.958015
a a SP 0.998775
sus su DP3CPN 0.999903
unidades unidad NCFP000 1
, , Fc 1
deberán deber VMIF3P0 1
vigilar vigilar VMN0000 1
que que CS 0.449861
las el DA0FP0 0.988184
erogaciones erogación NCFP000 1
que que PR0CN00 0.550139
realicen realizar VMSP3P0 0.941964
se se P00CN00 0.494509
apeguen apegar VMSP3P0 0.941964
a a SP 0.998775
: : Fd 1
principios principio NCMP000 1
de de SP 0.999961
legalidad legalidad NCFS000 1
, , Fc 1
honestidad honestidad NCFS000 1
, , Fc 1
eficiencia eficiencia NCFS000 1
, , Fc 1
eficacia eficacia NCFS000 1
, , Fc 1
economía economía NCFS000 1
, , Fc 1
racionalidad racionalidad NCFS000 1
, , Fc 1
austeridad austeridad NCFS000 1
, , Fc 1
transparencia transparencia NCFS000 1
, , Fc 1
control control NCMS000 1
, , Fc 1
rendición rendición NCFS000 1
de de SP 0.999961
cuentas cuenta NCFP000 0.997449
y y CC 0.999989
equidad equidad NCFS000 1
de de SP 0.999961
género género NCMS000 1
; ; Fx 1
a a SP 1
el el DA0MS0 1
presupuesto presupuesto NCMS000 0.988439
autorizado autorizar VMP00SM 1
, , Fc 1
y y CC 0.999989
que que CS 0.449861
se se P00CN00 0.494509
lleven_a_cabo llevar_a_cabo VMSP3P0 0.918351
conforme_a conforme_a SP 1
los el DA0MP0 0.992728
presentes presente AQ0CP00 0.856209
Lineamientos lineamientos NP00000 1
. . Fp 1

DEFINICIONES definiciones NP00000 0.47288
3 3 Z 1
. . Fp 1

Para para SP 0.999834
efectos efecto NCMP000 1
de de SP 0.999961
los el DA0MP0 0.992728
presentes presente AQ0CP00 0.856209
Lineamientos lineamientos NP00000 1
, , Fc 1
se se P00CN00 0.494509
entenderá entender VMIF3S0 1
por por SP 1
: : Fd 1
a a SP 0.998775
) ) Fpt 1
DGAODCH dgaodch NP00000 1
. . Fp 1
- - Fg 1
Dirección_General_de_Administración dirección_general_de_administración NP00000 1
, , Fc 1
Organización organización NP00000 1
y y CC 0.999989
Desarrollo_de_Capital_Humano desarrollo_de_capital_humano NP00000 1
. . Fp 1

b b NCFS000 1
) ) Fpt 1
DGARMSG dgarmsg NP00000 1
. . Fp 1
- - Fg 1
Dirección_General_de_Adquisiciones dirección_general_de_adquisiciones NP00000 1
, , Fc 1
Recursos_Materiales recursos_materiales NP00000 1
y y CC 0.999989
Servicios_Generales servicios_generales NP00000 1
. . Fp 1

c c NCFS000 1
) ) Fpt 1
DGFPC dgfpc NP00000 1
. . Fp 1
- - Fg 1
Dirección_General_de_Finanzas dirección_general_de_finanzas NP00000 1
, , Fc 1
Presupuesto presupuesto NP00000 1
y y CC 0.999989
Contabilidad contabilidad NP00000 1
. . Fp 1

d d NCFS000 1
) ) Fpt 1
DGTIC dgtic NP00000 1
. . Fp 1
- - Fg 1
Dirección_General_de_Tecnologías_de_la_Información dirección_general_de_tecnologías_de_la_información NP00000 1
y y CC 0.999989
Comunicaciones comunicaciones NP00000 1
. . Fp 1

e y CC 0.987994
) ) Fpt 1
Instituto instituto NP00000 1
o o CC 0.999864
IFT ift NP00000 1
. . Fp 1
- - Fg 1
Instituto_Federal_de_Telecomunicaciones instituto_federal_de_telecomunicaciones NP00000 1
. . Fp 1

f f NCFS000 1
) ) Fpt 1
Lineamientos lineamientos NP00000 1
. . Fp 1
- - Fg 1
Los el DA0MP0 0.992728
presentes presente AQ0CP00 0.856209
Lineamientos_de_Austeridad lineamientos_de_austeridad NP00000 1
y y CC 0.999989
Ajuste_Presupuestario_para_el_Ejercicio_Fiscal ajuste_presupuestario_para_el_ejercicio_fiscal NP00000 1
2016 2016 Z 1
. . Fp 1

g gramo NCMN000 0.632571
) ) Fpt 1
PEF pef NP00000 1
2016 2016 Z 1
. . Fp 1
- - Fg 1
Presupuesto_de_Egresos_de_la_Federación_para_el_Ejercicio_Fiscal presupuesto_de_egresos_de_la_federación_para_el_ejercicio_fiscal NP00000 1
2016 2016 Z 1
. . Fp 1

h h NCFS000 0.625496
) ) Fpt 1
Pleno pleno NP00000 1
. . Fp 1
- - Fg 1
Órgano órgano NCMS000 0.668984
máximo máximo AQ0MS00 0.863176
de de SP 0.999961
gobierno gobierno NCMS000 0.989726
y y CC 0.999989
decisión decisión NCFS000 1
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
. . Fp 1

i i NCFS000 1
) ) Fpt 1
Presidente presidente NP00000 1
. . Fp 1
- - Fg 1
Comisionado_Presidente_de_el_IFT comisionado_presidente_de_el_ift NP00000 1
. . Fp 1

j j NCFS000 1
) ) Fpt 1
UADM uadm NP00000 1
. . Fp 1
- - Fg 1
Unidad_de_Administración_de_el_IFT unidad_de_administración_de_el_ift NP00000 1
. . Fp 1

k k NCFS000 1
) ) Fpt 1
UA ua NP00000 1
. . Fp 1
- - Fg 1
Presidente_de_el_IFT presidente_de_el_ift NP00000 1
, , Fc 1
Pleno pleno NP00000 1
, , Fc 1
la el DA0FS0 0.98926
Secretaría_Técnica secretaría_técnica NP00000 1
, , Fc 1
la el DA0FS0 0.98926
Coordinación_Ejecutiva coordinación_ejecutiva NP00000 1
, , Fc 1
la el DA0FS0 0.98926
Autoridad_Investigadora autoridad_investigadora NP00000 1
, , Fc 1
el el DA0MS0 1
Centro_de_Estudios centro_de_estudios NP00000 1
y y CC 0.999989
las el DA0FP0 0.988184
Unidades unidades NP00000 1
y y CC 0.999989
Coordinaciones_Generales coordinaciones_generales NP00000 1
señaladas señalar VMP00PF 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
4 4 Z 1
, , Fc 1
fracciones fracción NCFP000 0.998103
V v NP00000 1
y y CC 0.999989
VIII viii NP00000 1
, , Fc 1
respectivamente respectivamente RG 1
, , Fc 1
de de SP 1
