RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_DA_CUMPLIMIENTO_A_LA_EJECUTORIA_DE_LA_ACCIÓN_DE_AMPARO_NÚMERO resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_da_cumplimiento_a_la_ejecutoria_de_la_acción_de_amparo_número NP00000 1
en en SP 1
el el DA0MS0 1
Diario_Oficial_de_la_Federación diario_oficial_de_la_federación NP00000 1
el el DA0MS0 1
“ “ Fra 1
Decreto decreto NCMS000 0.988439
por por SP 1
el el DA0MS0 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
reforman reformar VMIP3P0 1
y y CC 0.999989
adicionan adicionar VMIP3P0 1
diversas diverso DI0FP0 0.805344
disposiciones disposición NCFP000 1
de de SP 0.999961
los el DA0MP0 0.992728
artículos artículo NCMP000 1
6º 6º Z 1
, , Fc 1
7º 7º Z 1
, , Fc 1
27 27 Z 1
, , Fc 1
28 28 Z 1
, , Fc 1
73 73 Z 1
, , Fc 1
78 78 Z 1
, , Fc 1
94 94 Z 1
y y CC 0.999989
105 105 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Constitución_Política_de_los_Estados_Unidos_Mexicanos constitución_política_de_los_estados_unidos_mexicanos NP00000 1
, , Fc 1
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
” ” Frc 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
el el DA0MS0 1
“ “ Fra 1
Decreto_de_Reforma_Constitucional decreto_de_reforma_constitucional NP00000 1
” ” Frc 1
) ) Fpt 1
, , Fc 1
mediante mediante SP 0.99763
el el DA0MS0 1
cual cual PR0CS00 0.930743
se se P00CN00 0.494509
creó crear VMIS3S0 1
el el DA0MS0 1
Instituto_Federal_de_Telecomunicaciones instituto_federal_de_telecomunicaciones NP00000 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
el el DA0MS0 1
“ “ Fra 1
Instituto instituto NCMS000 0.668984
” ” Frc 1
) ) Fpt 1
. . Fp 1

IX ix NP00000 0.47288
. . Fp 1
- - Fg 1
Cumplimiento cumplimiento NCMS000 0.668984
a a SP 0.998775
la el DA0FS0 0.98926
sentencia sentencia NCFS000 0.972286
de de SP 1
el el DA0MS0 1
juicio juicio NCMS000 1
de de SP 0.999961
nulidad nulidad NCFS000 1
. . Fp 1
- - Fg 1
Mediante mediante SP 0.99763
oficio oficio NCMS000 0.986111
IFT/D02/USRTV/DGATS/065/2013 IFT/D02/USRTV/DGATS/065/2013 Z 1
, , Fc 1
de de SP 0.999961
fecha fecha NCFS000 0.990741
22_de_noviembre_de_2013 [??:22/11/2013:??.??:??] W 1
y y CC 0.999989
notificado notificar VMP00SM 1
personalmente personalmente RG 1
el el DA0MS0 1
25 25 Z 1
de de SP 1
el el DA0MS0 1
mismo mismo AQ0MS00 0.802208
mes mes NCMS000 1
y y CC 0.999989
año año NCMS000 1
, , Fc 1
en en SP 1
cumplimiento cumplimiento NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
resolución resolución NCFS000 1
emitida emitir VMP00SF 1
en en SP 1
el el DA0MS0 1
juicio juicio NCMS000 1
de de SP 0.999961
nulidad nulidad NCFS000 1
, , Fc 1
el el DA0MS0 1
Instituto_Federal_de_Telecomunicaciones instituto_federal_de_telecomunicaciones NP00000 1
, , Fc 1
requirió requerir VMIS3S0 1
a a SP 0.998775
José_Pérez_Ramírez josé_pérez_ramírez NP00000 1
en en SP 1
los el DA0MP0 0.992728
términos término NCMP000 1
precisados precisar VMP00PM 1
por por SP 1
la el DA0FS0 0.98926
Sala_de_el_Tribunal_Federal_Justicia_Fiscal sala_de_el_tribunal_federal_justicia_fiscal NP00000 1
y y CC 0.999989
Administrativa administrativa NP00000 1
en en SP 1
sentencia sentencia NCFS000 0.972286
de de SP 0.999961
fecha fecha NCFS000 0.990741
30_de_agosto_de_2012 [??:30/8/2012:??.??:??] W 1
. . Fp 1

X. x. NP00000 1
- - Fg 1
Respuesta respuesta NCFS000 0.668984
a a SP 1
el el DA0MS0 1
Requerimiento requerimiento NP00000 1
. . Fp 1
- - Fg 1
El el DA0MS0 1
2_de_diciembre_del_2013 [??:2/12/2013:??.??:??] W 1
, , Fc 1
a_través_de a_través_de SP 1
el el DA0MS0 1
escrito escrito NCMS000 0.466887
registrado registrar VMP00SM 1
con con SP 1
el el DA0MS0 1
número número NCMS000 1
de de SP 0.999961
folio folio NCMS000 0.989726
de de SP 0.999961
entrada entrada NCFS000 0.998008
010098 10098 Z 1
, , Fc 1
presentado presentar VMP00SM 1
ante ante SP 0.999744
este este DD0MS0 0.949201
Instituto instituto NP00000 1
, , Fc 1
José_Pérez_Ramírez josé_pérez_ramírez NP00000 1
, , Fc 1
en en SP 1
su su DP3CSN 1
carácter carácter NCMS000 1
de de SP 0.999961
solicitante solicitante NCCS000 0.97619
de de SP 0.999961
una uno DI0FS0 0.951973
concesión concesión NCFS000 1
para para SP 0.999834
instalar instalar VMN0000 1
, , Fc 1
operar operar VMN0000 1
y y CC 0.999989
explotar explotar VMN0000 1
