RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_APRUEBA_A_ALTÁN_REDES resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_aprueba_a_altán_redes NP00000 1
desarrollo desarrollo NCMS000 0.99884
eficiente eficiente AQ0CS00 1
de de SP 0.999961
la el DA0FS0 0.98926
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
las el DA0FP0 0.988184
telecomunicaciones telecomunicación NCFP000 1
conforme_a conforme_a SP 1
lo el DA00S0 0.665165
dispuesto disponer VMP00SM 1
en en SP 1
la el DA0FS0 0.98926
propia propio AQ0FS00 1
Constitución_Política_de_los_Estados_Unidos_Mexicanos constitución_política_de_los_estados_unidos_mexicanos NP00000 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
la el DA0FS0 0.98926
“ “ Fra 1
Constitución constitución NCFS000 0.668984
” ” Frc 1
) ) Fpt 1
y y CC 0.999989
en en SP 1
los el DA0MP0 0.992728
términos término NCMP000 1
que que PR0CN00 0.550139
fijen fijar VMSP3P0 0.941964
las el DA0FP0 0.988184
leyes ley NCFP000 1
, , Fc 1
teniendo tener VMG0000 1
a a SP 0.998775
su su DP3CSN 1
cargo cargo NCMS000 0.998084
la el DA0FS0 0.98926
regulación regulación NCFS000 1
, , Fc 1
promoción promoción NCFS000 1
y y CC 0.999989
supervisión supervisión NCFS000 1
de de SP 1
el el DA0MS0 1
uso uso NCMS000 0.998047
, , Fc 1
aprovechamiento aprovechamiento NCMS000 1
y y CC 0.999989
explotación explotación NCFS000 1
de de SP 1
el el DA0MS0 1
espectro espectro NCMS000 1
radioeléctrico radioeléctrico AQ0MS00 1
, , Fc 1
las el DA0FP0 0.988184
redes red NCFP000 0.990196
y y CC 0.999989
la el DA0FS0 0.98926
prestación prestación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
servicios servicio NCMP000 1
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
telecomunicaciones telecomunicación NCFP000 1
, , Fc 1
así_como así_como CC 1
de de SP 1
el el DA0MS0 1
acceso acceso NCMS000 1
a a SP 0.998775
infraestructura infraestructura NCFS000 1
activa activo AQ0FS00 0.992395
, , Fc 1
pasiva pasivo AQ0FS00 0.661244
y y CC 0.999989
otros otro DI0MP0 0.745978
insumos insumo NCMP000 1
esenciales esencial AQ0CP00 1
, , Fc 1
garantizando garantizar VMG0000 1
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
6o 6o Z 1
. . Fp 1
y y CC 0.999989
7o 7o Z 1
. . Fp 1
de de SP 0.999961
la el DA0FS0 0.98926
Constitución constitución NP00000 1
. . Fp 1

Ley_Federal_de_Telecomunicaciones ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
. . Fp 1

Con con SP 1
fecha fecha NCFS000 0.990741
14_de_julio_de_2014 [??:14/7/2014:??.??:??] W 1
, , Fc 1
se se P00CN00 0.494509
publicó publicar VMIS3S0 1
en en SP 1
el el DA0MS0 1
DOF dof NP00000 1
el el DA0MS0 1
“ “ Fra 1
DECRETO decreto NCMS000 0.988439
por por SP 1
el el DA0MS0 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
expiden expedir VMIP3P0 1
la el DA0FS0 0.98926
Ley_Federal_de_Telecomunicaciones ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
, , Fc 1
y y CC 0.999989
la el DA0FS0 0.98926
Ley_de_el_Sistema_Público_de_Radiodifusión_de_el_Estado_Mexicano ley_de_el_sistema_público_de_radiodifusión_de_el_estado_mexicano NP00000 1
; ; Fx 1
y y CC 0.999989
se se P00CN00 0.494509
reforman reformar VMIP3P0 1
, , Fc 1
adicionan adicionar VMIP3P0 1
y y CC 0.999989
derogan derogar VMIP3P0 1
diversas diverso DI0FP0 0.805344
disposiciones disposición NCFP000 1
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
radiodifusión radiodifusión NCFS000 1
” ” Frc 1
, , Fc 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
el el DA0MS0 1
“ “ Fra 1
Decreto_de_Ley decreto_de_ley NP00000 1
” ” Frc 1
) ) Fpt 1
entrando entrar VMG0000 1
en en SP 1
vigor vigor NCMS000 1
la el DA0FS0 0.98926
Ley_Federal_de_Telecomunicaciones ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
la el DA0FS0 0.98926
“ “ Fra 1
LFTR lftr NP00000 1
” ” Frc 1
) ) Fpt 1
el el DA0MS0 1
13_de_agosto_del_2014 [??:13/8/2014:??.??:??] W 1
. . Fp 1

Estatuto_Orgánico estatuto_orgánico NP00000 1
. . Fp 1

El el DA0MS0 1
4_de_septiembre_de_2014 [??:4/9/2014:??.??:??] W 1
, , Fc 1
se se P00CN00 0.494509
publicó publicar VMIS3S0 1
en en SP 1
el el DA0MS0 1
Diario_Oficial_de_la_Federación diario_oficial_de_la_federación NP00000 1
el el DA0MS0 1
“ “ Fra 1
Estatuto_Orgánico_de_el_Instituto_Federal_de_Telecomunicaciones estatuto_orgánico_de_el_instituto_federal_de_telecomunicaciones NP00000 1
” ” Frc 1
( ( Fpa 1
el el DA0MS0 1
“ “ Fra 1
Estatuto_Orgánico estatuto_orgánico NP00000 1
” ” Frc 1
) ) Fpt 1
, , Fc 1
mismo mismo PI0MS00 0.163706
que que PR0CN00 0.550139
entró entrar VMIS3S0 1
en en SP 1
vigor vigor NCMS000 1
el el DA0MS0 1
26_de_septiembre_de_2014 [??:26/9/2014:??.??:??] W 1
, , Fc 1
y y CC 0.999989
fue ser VSIS3S0 0.980739
modificado modificar VMP00SM 1
por por SP 1
última último AO0FS00 1
vez vez NCFS000 1
el el DA0MS0 1
20_de_julio_de_2017 [??:20/7/2017:??.??:??] W 1
. . Fp 1

Concesión_de_Altán concesión_de_altán NP00000 1
. . Fp 1

El el DA0MS0 1
24_de_enero_de_2017 [??:24/1/2017:??.??:??] W 1
, , Fc 1
a_través_de a_través_de SP 1
la el DA0FS0 0.98926
“ “ Fra 1
RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_OTORGA_A_ALTÁN_REDES resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_otorga_a_altán_redes NP00000 1
, , Fc 1
S.A.P.I._DE_C.V. s.a.p.i._de_c.v. NP00000 1
, , Fc 1
UN uno DI0MS0 0.99698
TÍTULO_DE_CONCESIÓN_PARA_USO_COMERCIAL_CON_CARÁCTER_DE_RED_COMPARTIDA_MAYORISTA_DE_SERVICIOS_DE_TELECOMUNICACIONES título_de_concesión_para_uso_comercial_con_carácter_de_red_compartida_mayorista_de_servicios_de_telecomunicaciones NP00000 1
” ” Frc 1
aprobada aprobar VMP00SF 1
mediante mediante SP 0.99763
Acuerdo acuerdo NP00000 1
P/IFT/160117/2 P/IFT/160117/2 Z 1
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
otorgó otorgar VMIS3S0 1
a a SP 0.998775
Altán_Redes altán_redes NP00000 1
, , Fc 1
S.A.P.I._de_C.V. s.a.p.i._de_c.v. NP00000 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
“ “ Fra 1
Altán altán NP00000 1
” ” Frc 1
) ) Fpt 1
una uno DI0FS0 0.951973
concesión concesión NCFS000 1
para para SP 0.999834
el el DA0MS0 1
uso uso NCMS000 0.998047
comercial comercial AQ0CS00 1
de de SP 0.999961
la el DA0FS0 0.98926
Red_Compartida red_compartida NP00000 1
, , Fc 1
habilitando habilitar VMG0000 1
a a SP 0.998775
Altán altán NP00000 1
a a SP 0.998775
comercializar comercializar VMN0000 1
capacidad capacidad NCFS000 1
, , Fc 1
infraestructura infraestructura NCFS000 1
y y CC 0.999989
/ / Fh 1
o o CC 0.999864
servicio servicio NCMS000 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
a a SP 0.998775
concesionarios concesionario NCMP000 0.62798
o o CC 0.999864
comercializadoras comercializador AQ0FP00 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
la el DA0FS0 0.98926
“ “ Fra 1
Concesión concesión NCFS000 0.668984
” ” Frc 1
) ) Fpt 1
. . Fp 1

Contrato_Asociación_Público_Privada contrato_asociación_público_privada NP00000 1
. . Fp 1

El el DA0MS0 1
24_de_enero_de_2017 [??:24/1/2017:??.??:??] W 1
, , Fc 1
Altán altán NP00000 1
celebró celebrar VMIS3S0 1
el el DA0MS0 1
Contrato_de_Asociación_Público_Privada contrato_de_asociación_público_privada NP00000 1
con con SP 1
el el DA0MS0 1
Organismo_Promotor_de_Inversiones_de_Telecomunicaciones organismo_promotor_de_inversiones_de_telecomunicaciones NP00000 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
“ “ Fra 1
Promtel promtel NP00000 1
” ” Frc 1
) ) Fpt 1
y y CC 0.999989
con con SP 1
Telecomunicaciones_de_México telecomunicaciones_de_méxico NP00000 1
para para SP 0.999834
establecer establecer VMN0000 1
el el DA0MS0 1
esquema esquema NCMS000 1
, , Fc 1
los el DA0MP0 0.992728
términos término NCMP000 1
y y CC 0.999989
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
de de SP 0.999961
la el DA0FS0 0.98926
asociación asociación NCFS000 1
público público AQ0MS00 0.409696
privada privar VMP00SF 0.936047
bajo bajo SP 0.909179
las el DA0FP0 0.988184
cuales cual PR0CP00 1
Altán altán NP00000 1
deberá deber VMIF3S0 1
diseñar diseñar VMN0000 1
, , Fc 1
instalar instalar VMN0000 1
, , Fc 1
desplegar desplegar VMN0000 1
, , Fc 1
operar operar VMN0000 1
, , Fc 1
mantener mantener VMN0000 1
y y CC 0.999989
actualizar actualizar VMN0000 1
la el DA0FS0 0.98926
Red_Compartida red_compartida NP00000 1
y y CC 0.999989
comercializar comercializar VMN0000 1
el el DA0MS0 1
servicio servicio NCMS000 1
mayorista mayorista AQ0CS00 0.909836
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
a_través_de a_través_de SP 1
la el DA0FS0 0.98926
misma mismo AQ0FS00 0.81684
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
el el DA0MS0 1
“ “ Fra 1
Contrato_APP contrato_app NP00000 1
” ” Frc 1
) ) Fpt 1
. . Fp 1

Propuesta_de_Oferta_Referencia propuesta_de_oferta_referencia NP00000 1
. . Fp 1

Mediante mediante SP 0.99763
escrito escrito NCMS000 0.466887
presentado presentar VMP00SM 1
en en SP 1
la el DA0FS0 0.98926
Oficialía_de_Partes_de_el_Instituto oficialía_de_partes_de_el_instituto NP00000 1
el el DA0MS0 1
19_de_diciembre_de_2017 [??:19/12/2017:??.??:??] W 1
, , Fc 1
Altán altán NP00000 1
en en SP 1
términos término NCMP000 1
de de SP 0.999961
la el DA0FS0 0.98926
condición condición NCFS000 1
12 12 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Concesión concesión NP00000 1
, , Fc 1
solicitó solicitar VMIS3S0 1
a a SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
la el DA0FS0 0.98926
revisión revisión NCFS000 1
y y CC 0.999989
aprobación aprobación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
documentos documento NCMP000 1
relativos relativo AQ0MP00 0.661294
a a SP 0.998775
la el DA0FS0 0.98926
“ “ Fra 1
Oferta_de_Referencia_de_Prestación_de_Servicios_de_Telecomunicaciones oferta_de_referencia_de_prestación_de_servicios_de_telecomunicaciones NP00000 1
” ” Frc 1
de de SP 0.999961
Altán altán NP00000 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
la el DA0FS0 0.98926
“ “ Fra 1
Propuesta_de_Oferta_de_Referencia propuesta_de_oferta_de_referencia NP00000 1
” ” Frc 1
) ) Fpt 1
. . Fp 1

Acuerdo_de_Modificación acuerdo_de_modificación NP00000 1
. . Fp 1

Con con SP 1
fecha fecha NCFS000 0.990741
24_de_enero_de_2018 [??:24/1/2018:??.??:??] W 1
, , Fc 1
el el DA0MS0 1
Pleno_de_el_Instituto pleno_de_el_instituto NP00000 1
aprobó aprobar VMIS3S0 1
mediante mediante SP 0.99763
Acuerdo acuerdo NP00000 1
P/IFT/240118/25 P/IFT/240118/25 Z 1
el el DA0MS0 1
“ “ Fra 1
ACUERDO_MEDIANTE_EL_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_REQUIERE_A_ALTÁN_REDES acuerdo_mediante_el_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_requiere_a_altán_redes NP00000 1
, , Fc 1
S.A.P.I._DE_C.V._MODIFICAR_LOS_TÉRMINOS_Y_CONDICIONES_DE_LA_PROPUESTA_DE_OFERTA_DE_REFERENCIA_PARA_LA_PRESTACIÓN_DE_SERVICIOS_DE_TELECOMUNICACIONES s.a.p.i._de_c.v._modificar_los_términos_y_condiciones_de_la_propuesta_de_oferta_de_referencia_para_la_prestación_de_servicios_de_telecomunicaciones NP00000 1
” ” Frc 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
el el DA0MS0 1
“ “ Fra 1
Acuerdo acuerdo NCMS000 0.991798
” ” Frc 1
) ) Fpt 1
. . Fp 1

Escrito_de_Respuesta escrito_de_respuesta NP00000 1
. . Fp 1

Mediante mediante SP 0.99763
escrito escrito NCMS000 0.466887
recibido recibir VMP00SM 1
en en SP 1
oficialía oficialía NCFS000 1
de de SP 0.999961
partes parte NCCP000 0.997076
de de SP 0.999961
este este DD0MS0 0.949201
Instituto instituto NP00000 1
el el DA0MS0 1
12_de_febrero_de_2018 [??:12/2/2018:??.??:??] W 1
identificado identificar VMP00SM 1
con con SP 1
el el DA0MS0 1
número número NCMS000 1
de de SP 0.999961
folio folio NCMS000 0.989726
009043 9043 Z 1
Altán altán NP00000 1
presentó presentar VMIS3S0 1
el el DA0MS0 1
escrito escrito NCMS000 0.466887
de de SP 0.999961
respuesta respuesta NCFS000 1
a a SP 1
el el DA0MS0 1
Acuerdo acuerdo NP00000 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
el el DA0MS0 1
“ “ Fra 1
Escrito_de_Respuesta escrito_de_respuesta NP00000 1
” ” Frc 1
) ) Fpt 1
, , Fc 1
mismo mismo PI0MS00 0.163706
que que PR0CN00 0.550139
se se P00CN00 0.494509
acompañó acompañar VMIS3S0 1
de de SP 0.999961
una uno DI0FS0 0.951973
nueva nuevo AQ0FS00 0.993421
versión versión NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
Oferta_de_Referencia oferta_de_referencia NP00000 1
para para SP 0.999834
la el DA0FS0 0.98926
prestación prestación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
servicios servicio NCMP000 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
, , Fc 1
que que PR0CN00 0.550139
pretende pretender VMIP3S0 0.996894
atender atender VMN0000 1
las el DA0FP0 0.988184
modificaciones modificación NCFP000 1
solicitadas solicitar VMP00PF 1
en en SP 1
el el DA0MS0 1
mencionado mencionar VMP00SM 1
Acuerdo acuerdo NP00000 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
la el DA0FS0 0.98926
“ “ Fra 1
Oferta_de_Referencia_Modificada oferta_de_referencia_modificada NP00000 1
” ” Frc 1
) ) Fpt 1
. . Fp 1

En_virtud_de en_virtud_de SP 1
los el DA0MP0 0.992728
citados citar VMP00PM 1
Antecedentes antecedentes NP00000 1
, , Fc 1
y y CC 0.999989
CONSIDERANDO_PRIMERO considerando_primero NP00000 1
. . Fp 1
- - Fg 1
Competencia_de_el_Instituto competencia_de_el_instituto NP00000 1
. . Fp 1

De de SP 0.999961
conformidad conformidad NCFS000 1
con con SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
28 28 Z 1
, , Fc 1
párrafo párrafo NCMS000 1
décimo décimo NCMS000 0.392601
quinto 5 AO0MS00 0.73057
y y CC 0.999989
décimo 10 AO0MS00 0.607399
sexto sexto NCMS000 0.0121951
de de SP 0.999961
la el DA0FS0 0.98926
Constitución constitución NP00000 1
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
tiene tener VMIP3S0 1
a a SP 0.998775
su su DP3CSN 1
cargo cargo NCMS000 0.998084
la el DA0FS0 0.98926
regulación regulación NCFS000 1
, , Fc 1
promoción promoción NCFS000 1
y y CC 0.999989
supervisión supervisión NCFS000 1
de de SP 1
el el DA0MS0 1
uso uso NCMS000 0.998047
, , Fc 1
aprovechamiento aprovechamiento NCMS000 1
y y CC 0.999989
explotación explotación NCFS000 1
de de SP 1
el el DA0MS0 1
espectro espectro NCMS000 1
radioeléctrico radioeléctrico AQ0MS00 1
, , Fc 1
las el DA0FP0 0.988184
redes red NCFP000 0.990196
y y CC 0.999989
la el DA0FS0 0.98926
prestación prestación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
servicios servicio NCMP000 1
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
telecomunicaciones telecomunicación NCFP000 1
, , Fc 1
así_como así_como CC 1
de de SP 1
el el DA0MS0 1
acceso acceso NCMS000 1
a a SP 0.998775
Infraestructura infraestructura NP00000 1
activa activo AQ0FS00 0.992395
, , Fc 1
pasiva pasivo AQ0FS00 0.661244
y y CC 0.999989
otros otro DI0MP0 0.745978
insumos insumo NCMP000 1
esenciales esencial AQ0CP00 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
en en SP 1
uso uso NCMS000 0.998047
de de SP 0.999961
las el DA0FP0 0.988184
facultades facultad NCFP000 1
mencionadas mencionar VMP00PF 1
y y CC 0.999989
de de SP 0.999961
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
143 143 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
debe deber VMIP3S0 0.998712
vigilar vigilar VMN0000 1
que que CS 0.449861
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
con con SP 1
participación participación NCFS000 1
pública público AQ0FS00 1
deberán deber VMIF3P0 1
sujetar sujetar VMN0000 1
se se PP3CN00 1
a_principios_de a_principios_de SP 1
neutralidad neutralidad NCFS000 1
a a SP 0.998775
la el DA0FS0 0.98926
competencia competencia NCFS000 1
cuando cuando CS 0.86298
sus su DP3CPN 0.999903
fines fin NCMP000 0.994186
sean ser VSSP3P0 0.996689
comerciales comercial AQ0CP00 0.99569
. . Fp 1

En_virtud_de en_virtud_de SP 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
en en SP 1
la el DA0FS0 0.98926
Concesión_de_Altán concesión_de_altán NP00000 1
se se P00CN00 0.494509
estableció establecer VMIS3S0 1
la el DA0FS0 0.98926
competencia competencia NCFS000 1
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
de de SP 0.999961
aprobar aprobar VMN0000 1
sus su DP3CPN 0.999903
ofertas oferta NCFP000 0.97619
de de SP 0.999961
referencia referencia NCFS000 0.989637
de de SP 0.999961
Servicios_Mayoristas_de_Telecomunicaciones servicios_mayoristas_de_telecomunicaciones NP00000 1
, , Fc 1
capacidades capacidad NCFP000 1
, , Fc 1
funciones función NCFP000 0.994186
e y CC 0.987994
infraestructura infraestructura NCFS000 1
sobre sobre SP 0.997804
bases base NCCP000 0.992958
de de SP 0.999961
transparencia transparencia NCFS000 1
y y CC 0.999989
no no RN 0.999297
discriminación discriminación NCFS000 1
. . Fp 1

SEGUNDO 2 AO0MS00 0.900353
. . Fp 1
- - Fg 1
Concesión_Altán concesión_altán NP00000 1
. . Fp 1

La el DA0FS0 0.98926
Condición condición NP00000 1
8 8 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Concesión concesión NP00000 1
establece establecer VMIP3S0 0.992424
que que CS 0.449861
Altán altán NP00000 1
deberá deber VMIF3S0 1
dar dar VMN0000 1
inicio inicio NCMS000 0.996183
a a SP 0.998775
la el DA0FS0 0.98926
prestación prestación NCFS000 1
de de SP 1
el el DA0MS0 1
Servicio_Mayorista_de_Telecomunicaciones servicio_mayorista_de_telecomunicaciones NP00000 1
, , Fc 1
a_más_tardar a_más_tardar RG 1
el el DA0MS0 1
31_de_marzo_de_2018 [??:31/3/2018:??.??:??] W 1
. . Fp 1

Por por SP 1
su su DP3CSN 1
parte parte NCCS000 0.977711
, , Fc 1
la el DA0FS0 0.98926
Condición condición NP00000 1
11 11 Z 1
señala señalar VMIP3S0 0.997076
que que CS 0.449861
cuando cuando CS 0.86298
Altán altán NP00000 1
, , Fc 1
a_través_de a_través_de SP 1
las el DA0FP0 0.988184
ofertas oferta NCFP000 0.97619
de de SP 0.999961
referencia referencia NCFS000 0.989637
, , Fc 1
comercialice comercializar VMSP3S0 0.574873
cualquier cualquiera DI0CS0 1
capacidad capacidad NCFS000 1
, , Fc 1
infraestructura infraestructura NCFS000 1
, , Fc 1
funcionalidad funcionalidad NCFS000 1
o o CC 0.999864
Servicios_Mayoristas_de_Telecomunicaciones servicios_mayoristas_de_telecomunicaciones NP00000 1
, , Fc 1
deberá deber VMIF3S0 1
hacer hacer VMN0000 1
lo lo PP3MSA0 1
en en SP 1
condiciones condición NCFP000 0.998418
de de SP 0.999961
no no RN 0.999297
discriminación discriminación NCFS000 1
. . Fp 1

En en SP 1
ese ese DD0MS0 0.966694
mismo mismo AQ0MS00 0.802208
sentido sentido NCMS000 0.940835
, , Fc 1
la el DA0FS0 0.98926
Condición condición NP00000 1
12 12 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Concesión concesión NP00000 1
a a SP 0.998775
la el DA0FS0 0.98926
letra letra NCFS000 1
establece establecer VMIP3S0 0.992424
lo el DA00S0 0.665165
siguiente siguiente AQ0CS00 1
: : Fd 1
“ “ Fra 1
12 12 Z 1
. . Fp 1

Condiciones condición NCFP000 0.99684
comerciales comercial AQ0CP00 0.99569
. . Fp 1

El el DA0MS0 1
Concesionario concesionario NP00000 1
está estar VMIP3S0 0.999398
obligado obligar VMP00SM 0.994186
a a SP 0.998775
presentar presentar VMN0000 1
a a SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
para para SP 0.999834
su su DP3CSN 1
aprobación aprobación NCFS000 1
, , Fc 1
y y CC 0.999989
hacer hacer VMN0000 1
públicas público AQ0FP00 1
durante durante SP 1
el el DA0MS0 1
periodo periodo NCMS000 1
de de SP 0.999961
vigencia vigencia NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
Concesión concesión NP00000 1
, , Fc 1
ofertas oferta NCFP000 0.97619
de de SP 0.999961
referencia referencia NCFS000 0.989637
de de SP 0.999961
Servicios_Mayoristas_de_Telecomunicaciones servicios_mayoristas_de_telecomunicaciones NP00000 1
, , Fc 1
capacidades capacidad NCFP000 1
, , Fc 1
funciones función NCFP000 0.994186
e y CC 0.987994
infraestructura infraestructura NCFS000 1
que que PR0CN00 0.550139
sobre sobre SP 0.997804
bases base NCCP000 0.992958
de de SP 0.999961
transparencia transparencia NCFS000 1
y y CC 0.999989
no no RN 0.999297
discriminación discriminación NCFS000 1
, , Fc 1
que que PR0CN00 0.550139
incluyan incluir VMSP3P0 0.941964
a a SP 1
el el DA0MS0 1
menos menos RG 0.990694
las el DA0FP0 0.988184
siguientes siguiente AQ0CP00 1
condiciones condición NCFP000 0.998418
: : Fd 1
Descripción_de_los_Servicios_Mayoristas_de_Telecomunicaciones descripción_de_los_servicios_mayoristas_de_telecomunicaciones NP00000 1
, , Fc 1
capacidades capacidad NCFP000 1
, , Fc 1
funciones función NCFP000 0.994186
e y CC 0.987994
