RESOLUCIÓN_QUE_EMITE_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_A_EFECTO_DE_DAR_CUMPLIMIENTO_A_LA_EJECUTORIA_DICTADA_EN_EL_AMPARO resolución_que_emite_el_pleno_de_el_instituto_federal_de_telecomunicaciones_a_efecto_de_dar_cumplimiento_a_la_ejecutoria_dictada_en_el_amparo NP00000 1
partes parte NCCP000 0.997076
de de SP 0.999961
la el DA0FS0 0.98926
COFETEL cofetel NP00000 1
y y CC 0.999989
de de SP 1
el el DA0MS0 1
Instituto_Federal_de_Telecomunicaciones instituto_federal_de_telecomunicaciones NP00000 1
( ( Fpa 1
el el DA0MS0 1
“ “ Fra 1
instituto instituto NCMS000 1
” ” Frc 1
) ) Fpt 1
el el DA0MS0 1
5_de_febrero_de_2013 [??:5/2/2013:??.??:??] W 1
y y CC 0.999989
21_de_agosto_de_2014 [??:21/8/2014:??.??:??] W 1
, , Fc 1
respectivamente respectivamente RG 1
, , Fc 1
la el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
presentó presentar VMIS3S0 1
información información NCFS000 1
complementaria complementario AQ0FS00 1
a a SP 0.998775
su su DP3CSN 1
Solicitud_de_Permiso solicitud_de_permiso NP00000 1
. . Fp 1

III iii NP00000 1
. . Fp 1

Requerimiento requerimiento NCMS000 0.668984
de de SP 0.999961
información información NCFS000 1
. . Fp 1

Mediante mediante SP 0.99763
oficios oficio NCMP000 1
CFT/D01/STP/3235/13 CFT/D01/STP/3235/13 Z 1
de de SP 0.999961
7_de_mayo_de_2013 [??:7/5/2013:??.??:??] W 1
y y CC 0.999989
CFT/D01/STP/7031/13 CFT/D01/STP/7031/13 Z 1
de de SP 0.999961
13_de_agosto_de_2013 [??:13/8/2013:??.??:??] W 1
se se P00CN00 0.494509
requirió requerir VMIS3S0 1
a a SP 0.998775
la el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
la el DA0FS0 0.98926
presentación presentación NCFS000 1
de de SP 0.999961
diversa diverso DI0FS0 0.413851
documentación documentación NCFS000 1
necesaria necesario AQ0FS00 1
, , Fc 1
a_efecto_de a_efecto_de SP 1
continuar continuar VMN0000 1
con con SP 1
el el DA0MS0 1
trámite trámite NCMS000 1
de de SP 0.999961
mérito mérito NCMS000 1
, , Fc 1
los el DA0MP0 0.992728
que que PR0CN00 0.550139
fueron ser VSIS3P0 0.933213
desahogados desahogar VMP00PM 1
mediante mediante SP 0.99763
escritos escrito NCMP000 0.526214
presentados presentar VMP00PM 1
el el DA0MS0 1
30_de_mayo_de_2013 [??:30/5/2013:??.??:??] W 1
y y CC 0.999989
9_de_octubre_de_2013 [??:9/10/2013:??.??:??] W 1
, , Fc 1
con con SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
dio dar VMIS3S0 1
cumplimiento cumplimiento NCMS000 1
a a SP 0.998775
los el DA0MP0 0.992728
puntos punto NCMP000 1
solicitados solicitar VMP00PM 1
en en SP 1
los el DA0MP0 0.992728
requerimientos requerimiento NCMP000 1
señalados señalar VMP00PM 1
. . Fp 1

IV iv NP00000 0.47288
. . Fp 1

Decreto_de_Reforma_Constitucional decreto_de_reforma_constitucional NP00000 1
. . Fp 1

Con con SP 1
fecha fecha NCFS000 0.990741
11_de_junio_de_2013 [??:11/6/2013:??.??:??] W 1
se se P00CN00 0.494509
publicó publicar VMIS3S0 1
en en SP 1
el el DA0MS0 1
DOF dof NP00000 1
el el DA0MS0 1
“ “ Fra 1
DECRETO decreto NCMS000 0.988439
por por SP 1
el el DA0MS0 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
reforman reformar VMIP3P0 1
y y CC 0.999989
adicionan adicionar VMIP3P0 1
diversas diverso DI0FP0 0.805344
disposiciones disposición NCFP000 1
de de SP 0.999961
los el DA0MP0 0.992728
artículos artículo NCMP000 1
6o 6o Z 1
. . Fp 1
, , Fc 1
7o 7o Z 1
. . Fp 1
, , Fc 1
27 27 Z 1
, , Fc 1
28 28 Z 1
, , Fc 1
73 73 Z 1
, , Fc 1
78 78 Z 1
, , Fc 1
94 94 Z 1
y y CC 0.999989
105 105 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Constitución_Política_de_los_Estados_Unidos_Mexicanos constitución_política_de_los_estados_unidos_mexicanos NP00000 1
, , Fc 1
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
” ” Frc 1
( ( Fpa 1
el el DA0MS0 1
“ “ Fra 1
Decreto_de_Reforma_Constitucional decreto_de_reforma_constitucional NP00000 1
” ” Frc 1
) ) Fpt 1
, , Fc 1
mediante mediante SP 0.99763
el el DA0MS0 1
cual cual PR0CS00 0.930743
se se P00CN00 0.494509
creó crear VMIS3S0 1
el el DA0MS0 1
Instituto_Federal_de_Telecomunicaciones instituto_federal_de_telecomunicaciones NP00000 1
. . Fp 1

V._Decreto_de_Ley v._decreto_de_ley NP00000 1
. . Fp 1

El el DA0MS0 1
14_de_julio_de_2014 [??:14/7/2014:??.??:??] W 1
se se P00CN00 0.494509
publicó publicar VMIS3S0 1
en en SP 1
el el DA0MS0 1
DOF dof NP00000 1
el el DA0MS0 1
“ “ Fra 1
DECRETO decreto NCMS000 0.988439
por por SP 1
el el DA0MS0 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
expiden expedir VMIP3P0 1
la el DA0FS0 0.98926
Ley_Federal_de_Telecomunicaciones ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
, , Fc 1
y y CC 0.999989
la el DA0FS0 0.98926
Ley_de_el_Sistema_Público_de_Radiodifusión_de_el_Estado_Mexicano ley_de_el_sistema_público_de_radiodifusión_de_el_estado_mexicano NP00000 1
; ; Fx 1
y y CC 0.999989
se se P00CN00 0.494509
reforman reformar VMIP3P0 1
, , Fc 1
adicionan adicionar VMIP3P0 1
y y CC 0.999989
derogan derogar VMIP3P0 1
diversas diverso DI0FP0 0.805344
disposiciones disposición NCFP000 1
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
radiodifusión radiodifusión NCFS000 1
” ” Frc 1
( ( Fpa 1
el el DA0MS0 1
“ “ Fra 1
Decreto_de_Ley decreto_de_ley NP00000 1
” ” Frc 1
) ) Fpt 1
, , Fc 1
mismo mismo PI0MS00 0.163706
que que PR0CN00 0.550139
entró entrar VMIS3S0 1
en en SP 1
vigor vigor NCMS000 1
el el DA0MS0 1
13_de_agosto_de_2014 [??:13/8/2014:??.??:??] W 1
. . Fp 1

VI vi NP00000 0.499106
. . Fp 1

Resolución resolución NP00000 0.331016
a a SP 0.998775
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
de de SP 0.999961
otorgamiento otorgamiento NCMS000 1
de de SP 0.999961
permiso permiso NCMS000 1
. . Fp 1

El el DA0MS0 1
18_de_junio_de_2014 [??:18/6/2014:??.??:??] W 1
el el DA0MS0 1
Pleno_de_el_Instituto pleno_de_el_instituto NP00000 1
en en SP 1
su su DP3CSN 1
VII_Sesión_Ordinaria vii_sesión_ordinaria NP00000 1
, , Fc 1
mediante mediante SP 0.99763
acuerdo acuerdo NCMS000 0.999311
P/IFT/180614/197 P/IFT/180614/197 Z 1
, , Fc 1
contenido contenido NCMS000 0.993421
en en SP 1
el el DA0MS0 1
oficio oficio NCMS000 0.986111
IFT/D01/STP/1344/2014 IFT/D01/STP/1344/2014 Z 1
, , Fc 1
resolvió resolver VMIS3S0 1
la el DA0FS0 0.98926
improcedencia improcedencia NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
de de SP 0.999961
otorgamiento otorgamiento NCMS000 1
de de SP 0.999961
un uno DI0MS0 0.99698
permiso permiso NCMS000 1
para para SP 0.999834
instalar instalar VMN0000 1
y y CC 0.999989
operar operar VMN0000 1
una uno DI0FS0 0.951973
estación estación NCFS000 1
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
sonora sonoro AQ0FS00 1
en en SP 1
frecuencia frecuencia NCFS000 1
modulada modular VMP00SF 1
en en SP 1
Tampico tampico NP00000 1
, , Fc 1
Tamaulipas tamaulipas NP00000 1
, , Fc 1
asentando asentar VMG0000 1
en en SP 1
la el DA0FS0 0.98926
parte parte NCCS000 0.977711
conducente conducente AQ0CS00 1
, , Fc 1
lo el DA00S0 0.665165
siguiente siguiente AQ0CS00 1
: : Fd 1
“ “ Fra 1
En en SP 1
ese ese DD0MS0 0.966694
orden orden NCCS000 1
de de SP 0.999961
ideas idea NCFP000 0.991031
, , Fc 1
se se P00CN00 0.494509
resuelve resolver VMIP3S0 0.989241
la el DA0FS0 0.98926
improcedencia improcedencia NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
de de SP 0.999961
permiso permiso NCMS000 1
para para SP 0.999834
la el DA0FS0 0.98926
instalación instalación NCFS000 1
y y CC 0.999989
operación operación NCFS000 1
de de SP 0.999961
una uno DI0FS0 0.951973
estación estación NCFS000 1
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
sonora sonoro AQ0FS00 1
de de SP 0.999961
frecuencia frecuencia NCFS000 1
modulada modular VMP00SF 1
en en SP 1
la el DA0FS0 0.98926
ciudad ciudad NCFS000 1
de de SP 0.999961
Tampico tampico NP00000 1
, , Fc 1
Tamaulipas tamaulipas NP00000 1
. . Fp 1
” ” Frc 1
VII vii NP00000 0.47288
. . Fp 1

Estatuto_Orgánico estatuto_orgánico NP00000 1
. . Fp 1

El el DA0MS0 1
4_de_septiembre_de_2014 [??:4/9/2014:??.??:??] W 1
se se P00CN00 0.494509
publicó publicar VMIS3S0 1
en en SP 1
el el DA0MS0 1
DOF dof NP00000 1
el el DA0MS0 1
“ “ Fra 1
ESTATUTO_Orgánico_de_el_Instituto_Federal_de_Telecomunicaciones estatuto_orgánico_de_el_instituto_federal_de_telecomunicaciones NP00000 1
” ” Frc 1
( ( Fpa 1
el el DA0MS0 1
“ “ Fra 1
Estatuto_Orgánico estatuto_orgánico NP00000 1
” ” Frc 1
) ) Fpt 1
, , Fc 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
entró entrar VMIS3S0 1
en en SP 1
vigor vigor NCMS000 1
el el DA0MS0 1
26_de_septiembre_de_2014 [??:26/9/2014:??.??:??] W 1
y y CC 0.999989
cuya cuyo PR0FS00 1
última último AO0FS00 1
modificación modificación NCFS000 1
se se P00CN00 0.494509
publicó publicar VMIS3S0 1
en en SP 1
el el DA0MS0 1
DOF dof NP00000 1
el el DA0MS0 1
17_de_octubre_de_2016 [??:17/10/2016:??.??:??] W 1
. . Fp 1

VIII viii NP00000 1
. . Fp 1

Admisión admisión NP00000 0.331016
de de SP 1
el el DA0MS0 1
juicio juicio NCMS000 1
de de SP 0.999961
amparo amparo NCMS000 0.986111
. . Fp 1

El el DA0MS0 1
28_de_octubre_de_2014 [??:28/10/2014:??.??:??] W 1
fue ser VSIS3S0 0.980739
notificado notificar VMP00SM 1
a a SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
el el DA0MS0 1
acuerdo acuerdo NCMS000 0.999311
de de SP 0.999961
fecha fecha NCFS000 0.990741
20_de_octubre_de_2014 [??:20/10/2014:??.??:??] W 1
, , Fc 1
a_través_de a_través_de SP 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
el el DA0MS0 1
Juzgado_Noveno_de_Distrito juzgado_noveno_de_distrito NP00000 1
en en SP 1
el el DA0MS0 1
Estado_de_Tamaulipas estado_de_tamaulipas NP00000 1
admitió admitir VMIS3S0 1
a a SP 0.998775
trámite trámite NCMS000 1
el el DA0MS0 1
juicio juicio NCMS000 1
de de SP 0.999961
amparo amparo NCMS000 0.986111
1692/2014-I 1692/2014-I Z 1
promovido promover VMP00SM 1
por por SP 1
Martha_Morales_Reséndiz martha_morales_reséndiz NP00000 1
a_efecto_de a_efecto_de SP 1
impugnar impugnar VMN0000 1
el el DA0MS0 1
acto acto NCMS000 1
referido referir VMP00SM 1
en en SP 1
el el DA0MS0 1
numeral numeral NCMS000 0.349312
VI_de_los_Antecedentes vi_de_los_antecedentes NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
. . Fp 1

IX ix NP00000 0.47288
. . Fp 1

Declinación declinación NCFS000 0.668984
de de SP 0.999961
competencia competencia NCFS000 1
. . Fp 1

Mediante mediante SP 0.99763
auto auto NCMS000 0.98913
de de SP 0.999961
fecha fecha NCFS000 0.990741
29_de_enero_de_2016 [??:29/1/2016:??.??:??] W 1
el el DA0MS0 1
Juzgado_Noveno_de_Distrito juzgado_noveno_de_distrito NP00000 1
en en SP 1
el el DA0MS0 1
Estado_de_Tamaulipas estado_de_tamaulipas NP00000 1
determinó determinar VMIS3S0 1
carecer carecer VMN0000 1
de de SP 0.999961
competencia competencia NCFS000 1
para para SP 0.999834
resolver resolver VMN0000 1
el el DA0MS0 1
asunto asunto NCMS000 1
, , Fc 1
por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
declinó declinar VMIS3S0 1
la el DA0FS0 0.98926
demanda demanda NCFS000 0.967828
de de SP 0.999961
amparo amparo NCMS000 0.986111
a a SP 1
el el DA0MS0 1
Juzgado_Primero_de_Distrito juzgado_primero_de_distrito NP00000 1
en en SP 1
Materia_Administrativa_Especializada materia_administrativa_especializada NP00000 1
en en SP 1
Competencia_Económica competencia_económica NP00000 1
, , Fc 1
Radiodifusión radiodifusión NP00000 1
y y CC 0.999989
Telecomunicaciones telecomunicaciones NP00000 1
, , Fc 1
con con SP 1
residencia residencia NCFS000 0.988439
en en SP 1
la el DA0FS0 0.98926
Ciudad_de_México ciudad_de_méxico NP00000 1
y y CC 0.999989
Jurisdicción jurisdicción NP00000 1
en en SP 1
toda todo DI0FS0 0.984467
la el DA0FS0 0.98926
República república NP00000 1
, , Fc 1
mismo mismo PI0MS00 0.163706
que que PR0CN00 0.550139
aceptó aceptar VMIS3S0 1
su su DP3CSN 1
competencia competencia NCFS000 1
el el DA0MS0 1
día_3_de_mayo_de_2016 [??:3/5/2016:??.??:??] W 1
y y CC 0.999989
registró registrar VMIS3S0 1
la el DA0FS0 0.98926
demanda demanda NCFS000 0.967828
de de SP 0.999961
amparo amparo NCMS000 0.986111
con con SP 1
el el DA0MS0 1
número número NCMS000 1
29/2016 29/2016 Z 1
. . Fp 1

X._Sentencia x._sentencia NP00000 1
de de SP 1
el el DA0MS0 1
juicio juicio NCMS000 1
de de SP 0.999961
amparo amparo NCMS000 0.986111
. . Fp 1

Una uno DI0FS0 0.951973
vez vez NCFS000 1
agotadas agotar VMP00PF 1
las el DA0FP0 0.988184
etapas etapa NCFP000 1
procesales procesal AQ0CP00 0.64063
en en SP 1
el el DA0MS0 1
juicio juicio NCMS000 1
de de SP 0.999961
amparo amparo NCMS000 0.986111
de de SP 0.999961
referencia referencia NCFS000 0.989637
, , Fc 1
el el DA0MS0 1
25_de_agosto_de_2016 [??:25/8/2016:??.??:??] W 1
, , Fc 1
el el DA0MS0 1
Juzgado_Primero juzgado_primero NP00000 1
emitió emitir VMIS3S0 1
la el DA0FS0 0.98926
sentencia sentencia NCFS000 0.972286
definitiva definitivo AQ0FS00 1
respectiva respectivo AQ0FS00 1
, , Fc 1
en en SP 1
la el DA0FS0 0.98926
cual cual PR0CS00 0.930743
se se P00CN00 0.494509
resolvió resolver VMIS3S0 1
: : Fd 1
“ “ Fra 1
PRIMERO 1 AO0MS00 0.685848
. . Fp 1

Se se P00CN00 0.494509
sobresee sobreseer VMIP3S0 0.974248
en en SP 1
el el DA0MS0 1
juicio juicio NCMS000 1
de de SP 0.999961
amparo amparo NCMS000 0.986111
, , Fc 1
por por SP 1
las el DA0FP0 0.988184
razones razón NCFP000 0.997076
y y CC 0.999989
fundamentos fundamento NCMP000 1
expuestos exponer VMP00PM 1
en en SP 1
el el DA0MS0 1
considerando considerando NCMS000 0.186667
tercero 3 AO0MS00 0.993421
de de SP 0.999961
esta este DD0FS0 0.978817
sentencia sentencia NCFS000 0.972286
. . Fp 1

SEGUNDO 2 AO0MS00 0.900353
. . Fp 1

La el DA0FS0 0.98926
Justicia_de_la_Unión justicia_de_la_unión NP00000 1
ampara amparar VMIP3S0 0.989241
y y CC 0.999989
protege proteger VMIP3S0 0.989241
a a SP 0.998775
Martha_Morales_Reséndiz martha_morales_reséndiz NP00000 1
, , Fc 1
contra contra SP 0.984245
el el DA0MS0 1
acto acto NCMS000 1
reclamado reclamar VMP00SM 1
y y CC 0.999989
autoridad autoridad NCFS000 1
responsable responsable AQ0CS00 0.241697
precisados precisar VMP00PM 1
en en SP 1
el el DA0MS0 1
último último AO0MS00 1
considerando considerando NCMS000 0.186667
de de SP 0.999961
esta este DD0FS0 0.978817
sentencia sentencia NCFS000 0.972286
, , Fc 1
por por SP 1
los el DA0MP0 0.992728
motivos motivo NCMP000 0.992424
y y CC 0.999989
fundamentos fundamento NCMP000 1
ahí ahí RG 1
expuestos exponer VMP00PM 1
. . Fp 1
” ” Frc 1
XI xi NP00000 0.47288
. . Fp 1

Recurso recurso NCMS000 0.668984
de de SP 0.999961
revisión revisión NCFS000 1
. . Fp 1

El el DA0MS0 1
12_de_septiembre_de_2016 [??:12/9/2016:??.??:??] W 1
, , Fc 1
el el DA0MS0 1
Director_General_de_Defensa_Jurídica_de_el_Instituto director_general_de_defensa_jurídica_de_el_instituto NP00000 1
interpuso interponer VMIS3S0 1
recurso recurso NCMS000 1
de de SP 0.999961
revisión revisión NCFS000 1
en_contra_de en_contra_de SP 1
la el DA0FS0 0.98926
sentencia sentencia NCFS000 0.972286
definitiva definitivo AQ0FS00 1
descrita describir VMP00SF 1
en en SP 1
el el DA0MS0 1
numeral numeral NCMS000 0.349312
que que PR0CN00 0.550139
antecede anteceder VMIP3S0 0.978533
, , Fc 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
fue ser VSIS3S0 0.980739
admitido admitir VMP00SM 1
por por SP 1
el el DA0MS0 1
Tribunal_Colegiado tribunal_colegiado NP00000 1
el el DA0MS0 1
28_de_septiembre_de_2016 [??:28/9/2016:??.??:??] W 1
, , Fc 1
asignando asignar VMG0000 1
le le PP3CSD0 1
el el DA0MS0 1
número número NCMS000 1
de de SP 0.999961
expediente expediente NCMS000 0.982759
R.A. r.a. NP00000 1
123/2016 123/2016 Z 1
. . Fp 1

XII xii NP00000 0.47288
. . Fp 1

Resolución resolución NP00000 0.331016
de de SP 1
el el DA0MS0 1
recurso recurso NCMS000 1
de de SP 0.999961
revisión revisión NCFS000 1
. . Fp 1

El el DA0MS0 1
5_de_diciembre_de_2016 [??:5/12/2016:??.??:??] W 1
, , Fc 1
el el DA0MS0 1
Juzgado_Primero juzgado_primero NP00000 1
notificó notificar VMIS3S0 1
a a SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
la el DA0FS0 0.98926
ejecutoria ejecutoria NCFS000 0.338898
dictada dictar VMP00SF 1
el el DA0MS0 1
24_de_noviembre_de_2016 [??:24/11/2016:??.??:??] W 1
por por SP 1
el el DA0MS0 1
Tribunal_Colegiado tribunal_colegiado NP00000 1
, , Fc 1
a_través_de a_través_de SP 1
la el DA0FS0 0.98926
cual cual PR0CS00 0.930743
determinó determinar VMIS3S0 1
lo el DA00S0 0.665165
siguiente siguiente AQ0CS00 1
: : Fd 1
“ “ Fra 1
PRIMERO 1 AO0MS00 0.685848
. . Fp 1

Se se P00CN00 0.494509
confirma confirmar VMIP3S0 0.986111
la el DA0FS0 0.98926
sentencia sentencia NCFS000 0.972286
dictada dictar VMP00SF 1
por por SP 1
la el DA0FS0 0.98926
jueza juez NCFS000 1
Primero_de_Distrito primero_de_distrito NP00000 1
en en SP 1
Materia_Administrativa_Especializada materia_administrativa_especializada NP00000 1
en en SP 1
Competencia_Económica competencia_económica NP00000 1
, , Fc 1
Radiodifusión radiodifusión NP00000 1
y y CC 0.999989
